Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Fiat Avventura,Pune,2014,52782,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,Others,5,4,,4.85
Land Rover Range,Kochi,2016,29022,Diesel,Automatic,Second,15.68 kmpl,1999 CC,177 bhp,Others,5,4,,34.08
Tata Safari,Jaipur,2016,36000,Diesel,Manual,First,14.1 kmpl,2179 CC,148 bhp,Black/Silver,7,5,,10
Mahindra Scorpio,Delhi,2012,85000,Diesel,Automatic,First,11.79 kmpl,2179 CC,120 bhp,White,7,5,,6.25
Audi Q3,Mumbai,2015,48000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,Others,5,4,,18.75
Volkswagen Polo,Delhi,2013,65088,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,White,5,4,,3.25
Hyundai Creta,Coimbatore,2017,36458,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,Others,5,4,,12.34
Maruti Alto,Hyderabad,2013,30131,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,,2.65
Toyota Innova,Ahmedabad,2013,119000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,Others,8,5,,8
Maruti Wagon,Chennai,2006,40000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,White,5,4,,2
Hyundai i10,Coimbatore,2014,41016,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,,5.08
Ford EcoSport,Mumbai,2017,30000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,White,5,4,11.89 Lakh,8.99
Maruti Alto,Kochi,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,White,5,4,,3.26
BMW 3,Mumbai,2009,52100,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,Others,5,4,,7.5
Hyundai Grand,Hyderabad,2017,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,White,5,4,7.82 Lakh,5.98
Maruti Swift,Bangalore,2013,58291,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,Others,5,4,,5
BMW X1,Kolkata,2017,27001,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,Others,5,4,50.26 Lakh,29
Tata Nano,Kochi,2012,4187,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,Others,4,4,,1.38
Chevrolet Beat,Pune,2014,8700,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,Others,5,4,,2.55
Toyota Innova,Bangalore,2017,53841,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,Others,7,4,28.05 Lakh,20.5
Chevrolet Optra,Pune,2011,75372,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,White,5,4,,3.34
Hyundai i20,Delhi,2015,42000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,Black/Silver,5,4,,5.1
Honda City,Jaipur,2011,95936,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Others,5,4,,4.1
Hyundai Creta,Kochi,2016,36855,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,White,5,4,,8.77
Maruti Alto,Delhi,2012,65537,CNG,Manual,First,26.83 km/kg,796 CC,38.4 bhp,Others,5,4,,2.1
Mahindra XUV500,Mumbai,2012,35000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7,5,,8.25
Chevrolet Beat,Pune,2011,65000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,White,5,4,,2.5
Nissan Terrano,Mumbai,2014,50000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,Others,5,4,,6.5
Mercedes-Benz M-Class,Bangalore,2011,54000,Diesel,Automatic,First,14.0 kmpl,2987 CC,224 bhp,White,5,4,,21.99
Hyundai Xcent,Coimbatore,2016,21495,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,Black/Silver,5,4,,6.16
Skoda Rapid,Mumbai,2013,45000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,Black/Silver,5,4,,3.65
Honda CR-V,Hyderabad,2008,82167,Petrol,Automatic,First,10.1 kmpl,2354 CC,152 bhp,Others,5,4,,5.4
Toyota Corolla,Mumbai,2008,110000,Petrol,Automatic,Second,14.53 kmpl,1798 CC,138.1 bhp,Black/Silver,5,4,,2.75
Maruti Ertiga,Kolkata,2014,45617,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,Others,7,5,,5.85
Toyota Innova,Kochi,2019,14076,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,White,7,4,20.74 Lakh,19.4
Renault Pulse,Coimbatore,2014,31897,Petrol,Manual,First,18.06 kmpl,1198 CC,74.96 bhp,White,5,4,,4.69
Mahindra Bolero,Mumbai,2016,40448,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,White,7,5,11.01 Lakh,3.5
Maruti Celerio,Chennai,2016,12000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,Black/Silver,5,4,,4.25
Maruti Wagon,Delhi,2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,White,5,4,,2.65
Maruti Ritz,Delhi,2014,32805,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,White,5,4,,3.6
Toyota Innova,Jaipur,2006,147350,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,Others,8,5,,4.95
Volkswagen Vento,Jaipur,2011,50000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,Black/Silver,5,4,,5
Hyundai i10,Jaipur,2008,82203,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,,1.8
Honda WRV,Ahmedabad,2017,32248,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,Black/Silver,5,4,10.32 Lakh,8.25
Volkswagen Polo,Pune,2013,57000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Others,5,4,,3.75
Maruti Swift,Mumbai,2013,35000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Black/Silver,5,4,,4.65
Toyota Innova,Delhi,2011,72000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,White,7,4,,7.1
Ford EcoSport,Kolkata,2017,30000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,White,5,4,,6
Nissan Terrano,Mumbai,2014,40206,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,Others,5,4,,7.22
Honda City,Delhi,2015,53000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,Others,5,4,,6.95
Volkswagen Polo,Mumbai,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,Others,5,4,,3.6
Maruti Swift,Chennai,2013,49000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,White,5,4,,4.45
Tata Manza,Mumbai,2010,41195,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,White,5,4,,1.38
Toyota Fortuner,Mumbai,2009,92000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,Others,7,5,,8.9
BMW 3,Delhi,2012,76000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,Black/Silver,4,4,,8.75
Chevrolet Cruze,Pune,2009,73204,Diesel,Automatic,Third,18.1 kmpl,1991 CC,147.9 bhp,White,4,4,,3.5
Maruti 800,Pune,2003,52000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,Black/Silver,4,4,,0.5
Toyota Fortuner,Mumbai,2012,87000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,Others,7,5,,15
Maruti SX4,Mumbai,2008,62000,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,White,5,4,,2.11
BMW X1,Mumbai,2014,69000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,Others,5,4,,16.25
Mercedes-Benz New,Bangalore,2016,37944,Diesel,Automatic,First,14.84 kmpl,2143 CC,167.62 bhp,Black/Silver,5,4,,35
Volkswagen Vento,Bangalore,2014,58000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,Others,5,4,,6.5
Honda Mobilio,Kolkata,2014,45000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,Others,7,5,,5
Maruti Wagon,Kolkata,2013,46000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,,2.65
Toyota Innova,Hyderabad,2014,158793,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,White,7,4,,12.99
Ford Endeavour,Kochi,2012,45840,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,Others,7,5,,8.41
Hyundai Xcent,Pune,2016,76000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,Black/Silver,5,4,,3.8
Toyota Innova,Chennai,2017,67489,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,White,7,4,19.37 Lakh,16.5
Maruti Ertiga,Hyderabad,2015,59000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,White,7,5,,7.5
Mercedes-Benz S-Class,Kochi,2004,119859,Petrol,Automatic,First,13.0 kmpl,2987 CC,210 bhp,White,5,4,,7.1
Renault Duster,Kochi,2013,63295,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,Others,5,4,,6.09
Mercedes-Benz E-Class,Kochi,2009,80464,Diesel,Automatic,Second,11.0 kmpl,2987 CC,198.5 bhp,Others,5,4,,9.29
Hyundai Grand,Delhi,2014,65000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,White,5,4,,3.99
Mercedes-Benz E-Class,Pune,2009,100000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,Others,5,4,,11.5
BMW 7,Pune,2008,66000,Petrol,Automatic,Second,8.45 kmpl,2979 CC,321 bhp,White,5,4,,10.75
Maruti Swift,Hyderabad,2014,89000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,Black/Silver,5,4,,5.85
Ford Ikon,Chennai,2007,90000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,Others,5,4,,1.4
Skoda Octavia,Delhi,2016,49000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,Others,5,4,,15.45
Ford Figo,Coimbatore,2017,25095,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,Black/Silver,5,4,,6.48
Hyundai i10,Jaipur,2010,52000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,,2.25
Volkswagen Polo,Ahmedabad,2014,44000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,Black/Silver,5,4,,4.3
Tata Indica,Chennai,2011,120000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,Black/Silver,5,4,,1.75
Honda Jazz,Hyderabad,2016,31700,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,Others,5,4,,6.45
Maruti Ertiga,Ahmedabad,2018,38000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,White,7,5,,8.7
Maruti Wagon,Mumbai,2015,55000,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,Black/Silver,5,4,5.88 Lakh,3.1
Hyundai Verna,Kolkata,2013,47000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,White,5,4,,4.35
Hyundai i10,Hyderabad,2011,54348,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,Others,5,4,,4
Nissan Sunny,Delhi,2012,52000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,Black/Silver,5,4,,3.5
Hyundai i10,Kolkata,2010,27089,Petrol,Manual,First,16.0 kmpl,1086 CC,66.7 bhp,Black/Silver,5,4,,1.95
Hyundai Elite,Jaipur,2016,30292,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,Black/Silver,5,4,,6.1
Chevrolet Beat,Hyderabad,2012,72921,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,White,5,4,,2.5
Volkswagen Jetta,Mumbai,2014,61000,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,White,5,4,,8.25
Toyota Corolla,Kochi,2013,74290,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,White,5,4,,5.87
Hyundai EON,Jaipur,2015,54680,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5,4,,2.5
Mercedes-Benz A,Bangalore,2014,8000,Diesel,Automatic,Second,20.0 kmpl,2143 CC,107.3 bhp,Black/Silver,5,4,,19.75
Hyundai i20,Mumbai,2014,12400,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,Others,5,4,,4.65
Hyundai Grand,Coimbatore,2017,74515,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,Others,5,4,,5.64
Hyundai Verna,Hyderabad,2012,83678,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Others,5,4,,5.5
Chevrolet Aveo,Jaipur,2006,100000,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,White,5,4,,1.4
Ford Mustang,Kochi,2018,21290,Petrol,Automatic,First,13.0 kmpl,4951 CC,395 bhp,Others,4,4,83.92 Lakh,56.8
Tata Indigo,Jaipur,2008,128813,Diesel,Manual,First,19.09 kmpl,1396 CC,69 bhp,White,5,4,,1.5
Ford Endeavour,Pune,2009,180000,Diesel,Manual,First,10.9 kmpl,2499 CC,143 bhp,Others,7,5,,7.5
Toyota Etios,Pune,2012,111000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,White,5,4,,4.75
Hyundai Creta,Pune,2015,70000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,White,5,4,,12.25
Maruti Ritz,Coimbatore,2011,50318,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,Black/Silver,5,4,,4.06
Volkswagen Polo,Kolkata,2013,38000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Black/Silver,5,4,,2.8
Toyota Fortuner,Chennai,2011,190000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,Black/Silver,7,5,,13
Maruti S,Kolkata,2016,45000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,Others,5,4,,7
Mahindra XUV500,Coimbatore,2015,42999,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Black/Silver,7,5,,11.52
Hyundai Verna,Chennai,2015,85000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,Black/Silver,5,4,,6.3
Hyundai Verna,Kolkata,2017,25000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,Others,5,4,,8.65
Honda City,Delhi,2011,67031,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Others,5,4,11.85 Lakh,4
Mahindra XUV500,Hyderabad,2015,102626,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7,5,,12.25
Mercedes-Benz M-Class,Mumbai,2009,66000,Diesel,Automatic,Second,8.7 kmpl,2987 CC,224.34 bhp,White,5,4,,10.75
Ford Figo,Kolkata,2011,37000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,Black/Silver,5,4,,1.8
Ford Ecosport,Delhi,2014,75136,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Others,5,4,,6.15
Land Rover Freelander,Kochi,2014,59885,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,Black/Silver,5,4,,20.11
Hyundai Xcent,Bangalore,2016,50000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,White,5,4,,2.5
Volkswagen Vento,Chennai,2013,55000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,Others,5,4,,6.1
Maruti Baleno,Jaipur,2018,4131,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,Black/Silver,5,4,,7.75
Hyundai i10,Kochi,2017,42883,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Black/Silver,5,4,,4.27
Maruti Swift,Kolkata,2013,22000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,White,5,4,,4.5
Tata Zest,Coimbatore,2018,38310,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,Others,5,4,10.06 Lakh,6.69
Honda City,Coimbatore,2016,60805,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,White,5,4,,8.07
Toyota Etios,Kolkata,2015,12000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,White,5,4,,4.5
Tata Manza,Mumbai,2013,64000,Diesel,Manual,Second,21.02 kmpl,1248 CC,88.76 bhp,Others,5,4,,2.65
Volvo V40,Pune,2013,92000,Diesel,Automatic,First,23.3 kmpl,1984 CC,150 bhp,Black/Silver,5,4,,16
Hyundai i20,Pune,2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,White,5,4,,5.5
BMW 5,Jaipur,2017,19543,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,Black/Silver,5,4,,40.5
Volkswagen Polo,Delhi,2016,29754,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,White,5,4,,5.3
Hyundai Creta,Mumbai,2018,13000,Diesel,Manual,First,22.1 kmpl,1396 CC,88.7 bhp,White,5,4,11.81 Lakh,10.5
Mahindra XUV500,Mumbai,2015,82000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7,5,,8.75
Audi Q3,Bangalore,2015,76927,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,Others,5,4,,22.75
Maruti Ritz,Kochi,2015,35314,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,Others,5,4,,4.27
Chevrolet Aveo,Coimbatore,2010,64236,Petrol,Manual,First,14.7 kmpl,1150 CC,76 bhp,White,5,4,,2.44
Jeep Compass,Mumbai,2017,52000,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,Others,5,4,24.26 Lakh,20
Hyundai i20,Kolkata,2013,25500,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,Black/Silver,5,4,,3.55
Hyundai i20,Coimbatore,2011,68439,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,Others,5,4,,3.37
Hyundai i10,Ahmedabad,2012,58000,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,White,5,4,,3.5
Hyundai Santro,Kochi,2007,58815,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,White,5,4,,1.99
Skoda Superb,Hyderabad,2009,53000,Petrol,,,0.0 kmpl,3597 CC,262.6 bhp,White,5,4,,4.75
Ford EcoSport,Kochi,2018,37160,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,Others,5,4,,9.46
Land Rover Freelander,Hyderabad,2011,68000,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,White,5,4,,22
Hyundai Creta,Delhi,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,White,5,4,,8.15
Mahindra Scorpio,Delhi,2012,76777,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,Black/Silver,8,5,,4.88
Maruti Swift,Delhi,2013,70000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Black/Silver,5,4,,3.5
Mercedes-Benz E-Class,Coimbatore,2016,41082,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,Black/Silver,5,4,,38.76
Toyota Corolla,Chennai,2007,89000,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,Others,5,4,,3
Renault KWID,Delhi,2017,15000,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,Black/Silver,5,4,4.98 Lakh,4.25
Maruti Swift,Mumbai,2011,14000,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,White,5,4,,3.2
Honda City,Jaipur,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,White,5,4,,4.21
Maruti Swift,Kochi,2017,37124,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,Others,5,4,,5.44
Volkswagen Polo,Kolkata,2016,29000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,Others,5,4,,4
Honda City,Jaipur,2010,48689,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,,3.87
Honda Jazz,Hyderabad,2016,45671,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,White,5,4,,7.2
Maruti Swift,Kochi,2018,52010,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,White,5,4,,6.2
Ford Ecosport,Kochi,2014,43316,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,Others,5,4,,6.22
Volkswagen Polo,Jaipur,2011,46000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,White,5,4,,3.05
Maruti Baleno,Hyderabad,2017,20000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,Others,5,4,,8.5
Tata Indigo,Chennai,2008,73000,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,Others,5,4,,0.8
Maruti Celerio,Bangalore,2015,48808,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,6.05 Lakh,4.3
Honda City,Delhi,2015,33000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,White,5,4,,7
Tata Indigo,Jaipur,2012,30000,Petrol,Manual,Second,15.64 kmpl,1193 CC,64.08 bhp,Others,5,4,,2.3
Mercedes-Benz New,Pune,2007,220000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,Black/Silver,5,4,,6
Honda Amaze,Bangalore,2013,61510,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,,4.75
Skoda Rapid,Mumbai,2017,32000,Petrol,Automatic,First,14.84 kmpl,1598 CC,103.52 bhp,Black/Silver,5,4,13.7 Lakh,8.11
Toyota Innova,Kochi,2015,59751,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,White,7,4,,11.62
Honda City,Kochi,2019,5377,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,Others,5,4,,11.45
Maruti Swift,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,White,5,4,,4.35
Mercedes-Benz New,Jaipur,2016,58205,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,White,5,4,,27
Tata Xenon,Jaipur,2017,1000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,Black/Silver,5,4,,7.5
Honda City,Coimbatore,2017,65792,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,,8.11
Maruti Wagon,Kochi,2011,36411,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,,3.08
Skoda Laura,Chennai,2012,77216,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,White,5,4,,4.5
Maruti Swift,Kolkata,2015,107000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,Others,5,4,,4
Mercedes-Benz New,Hyderabad,2013,21000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,White,5,4,,23.5
Honda CR-V,Chennai,2007,98000,Petrol,Manual,Second,10.8 kmpl,2354 CC,152 bhp,Black/Silver,5,4,,4.7
Maruti Wagon,Delhi,2016,30000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,Others,5,4,5.68 Lakh,4.25
Toyota Etios,Kochi,2013,56344,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,Others,5,4,,4.57
Toyota Corolla,Mumbai,2016,52001,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,White,5,4,,10.11
Maruti Swift,Jaipur,2008,78000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,Others,5,4,,2.3
Hyundai Grand,Coimbatore,2014,33496,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,Others,5,4,7.45 Lakh,5.5
BMW 3,Pune,2016,70000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,White,5,4,62.11 Lakh,27
Toyota Innova,Mumbai,2013,51450,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Black/Silver,7,4,,10.4
Nissan Sunny,Chennai,2016,90000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.6 bhp,Black/Silver,5,4,,6.2
Skoda Rapid,Kochi,2018,21488,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,White,5,4,,9.72
Mercedes-Benz M-Class,Mumbai,2011,100000,Diesel,Automatic,First,14.0 kmpl,2987 CC,224 bhp,Others,5,4,,14.41
Skoda Superb,Delhi,2012,56400,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,Others,5,4,,8
Nissan Micra,Kolkata,2011,44000,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,Black/Silver,5,4,8.73 Lakh,2.65
Mitsubishi Pajero,Jaipur,2014,70000,Diesel,Manual,Second,13.5 kmpl,2477 CC,175.56 bhp,Others,7,5,33.21 Lakh,11.85
Maruti Omni,Jaipur,2012,126000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,White,5,4,,1.6
Maruti Swift,Pune,2010,105000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,Others,5,4,,3.15
Honda City,Mumbai,2009,70000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5,4,,2.1
Honda City,Kochi,2017,39430,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,,8.29
Mahindra XUV500,Kochi,2013,61672,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Black/Silver,7,5,,7.53
Honda City,Kochi,2018,11732,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,11.88 Lakh,10.07
Toyota Fortuner,Coimbatore,2012,91235,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,White,7,5,,13.49
Maruti Eeco,Ahmedabad,2015,47001,CNG,Manual,First,20.0 km/kg,1196 CC,63 bhp,White,5,4,5.36 Lakh,3.72
Hyundai i20,Mumbai,2017,18673,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Others,5,4,,6.22
Mercedes-Benz M-Class,Coimbatore,2012,63888,Diesel,Automatic,First,14.0 kmpl,2987 CC,224 bhp,Black/Silver,5,4,,22.58
Audi A4,Jaipur,2011,105000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,140 bhp,White,5,4,,14.5
Hyundai i20,Pune,2012,75000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,Black/Silver,5,4,,4
Audi A7,Kolkata,2012,24720,Diesel,Automatic,Second,0.0 kmpl,2967 CC,241.4 bhp,Others,5,4,,28
Mahindra XUV500,Ahmedabad,2015,72007,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Black/Silver,7,5,,9.9
Hyundai Grand,Kochi,2018,43698,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,Black/Silver,5,4,,5.8
Audi A4,Delhi,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,Others,5,4,,10.2
